㔂	lân
莢	ngeh
莧	hīng
莫	mài, bo̍k, bo̍h
莽	bóng
莿	tshì
菁	tshenn, tshinn, tsing
菅	kuann
菇	koo
菊	kiok, kak
菌	khún
菖	tshiong
菜	tshài
菝	pua̍t, pa̍t
菠	pe, pue, po
菩	phôo
華	huâ, hua, huà, kah
菱	lîng
菲	huí, hui
萄	tô
萊	lâi
萍	phîng
萎	ui, uí
萣	tiānn
萬	bān, báng
萵	e, ue
落	lo̍h, làu, lak, lo̍k, la̍uh, loh, --lo̍h
葉	hio̍h, ia̍p
著	tio̍h, to̍h, tù, --tio̍h, tio̍k
葛	kat, kuah
葡	phû
董	táng, tóng
葩	pha
葫	hôo, ôo
葬	tsòng
葵	khuê, kuî
蒂	tì
蒙	bông
蒜	suàn
蒲	pôo
蒸	tsing
蒼	tshong
蒿	o
蓁	tsin
蓄	hak, thiok
蓆	tshio̍h
蓉	iông
蓋	kài, kuà, kah, kap
蓑	sui
蓪	thong
蓬	phōng, pōng, hông
蓮	liân, lian, lián
蔑	bia̍t
蔓	muā, bān
蔗	tsià
蔚	uì
蔡	tshuà
蔣	tsiúnn
蔥	tshang
蔫	lian
蔬	se, soo
蔭	ìm, ńg
蔽	pè
蕃	han, huan
蕉	tsio, tsiau
蕊	luí
蕎	giō
蕗	lōo
蕘	giô
蕨	kueh
蕩	tōng, tn̄g
蕭	siau, sio
蕹	ìng
蕾	lê, luí
薁	ò
薄	po̍h, po̍k
薅	khau
薇	bî
薈	huē
薏	ì
薐	lîng
薑	kiunn
薔	tshiûnn
薛	sih
薟	hiam
薦	tsì, tsiàn
薩	sat
薪	sin
薯	tsî, tsû
薰	hun
薸	phiô
薺	tsî
藃	hiauh
藉	tsik, tsioh, tsiah
藍	nâ, lâm
藏	tshàng, tsông, tsōng
藐	biáu
藕	ngāu
藝	gē
藤	tîn, tîng
藥	io̍h, io̍k
藩	phuan, huan
藹	ái
藺	līn
蘆	lôo
蘇	soo
蘊	ùn
蘋	phông, phōng
蘑	môo
蘭	lân, liân, lán
虎	hóo, hu
虐	gio̍h, gi̍k, gio̍k
虔	khiân
處	tshú, tshù
虛	hi, hu
虜	lóo
虞	gû
號	hō, lō
虧	khui
虯	khiû
虱	sat
虹	khīng
虼	ka
蚊	báng, bûn
蚋	lā, la̍k
蚌	pāng
蚓	kún
蚣	kang
蚤	tsáu
蚵	ô
蚶	ham
蚻	tsua̍h
蛀	tsiù, tsù
蛄	koo
蛆	tshi, tshu
蛇	tsuâ, siâ
蛋	tàn, tuann
蛙	ua
蛛	tu
蛟	kau
蛤	kap
蛻	thuì
蛾	ia̍h
蜀	sio̍k
蜂	phang, hong
蜅	poo
蜈	giâ, ngôo, gôo
蜊	lâ
蜍	tsî
蜘	ti
蜜	bi̍t
蜞	khî
蜢	meh
蜷	khûn
蝒	bīn
蝕	si̍h, sit, si̍k
蝛	bui
蝝	iân
蝦	hê
蝨	sat
蝴	ôo, hôo
蝶	ia̍h, tia̍p
蝹	un
蝻	lâm
融	iông, hiông
螕	pi
螟	bîng
螢	îng, hîng
螺	lê, lôo
螿	tsiunn
蟀	sut
蟄	ti̍t
蟋	sih, sik
蟒	bóng, báng
蟧	lâ
蟬	siân
蟮	siān
蟯	ngia̍uh, giô, liâu, jiâu
蟲	thâng, thiông
蟳	tsîm
蟶	than
蟹	hē, hāi
蟻	hiā, gí
蟾	siâm
蠅	sîn
蠍	giat
蠐	tsê
蠓	báng
蠕	lû, lùn, jû
蠘	tshi̍h
蠟	la̍h, la̍p
蠶	tshâm, thâm, tshân
蠻	bân
血	hueh, huih, hiat
行	kiânn, hîng, hâng, hīng, lîng
衍	ián
術	su̍t
街	ke, kue
衙	gê
衛	uē, ué
衝	tshiong, tshóng, tshìng
衡	hîng
衣	i, ui
表	piáu, pió
衫	sann
衰	sue
衲	la̍p
衷	thiong
袁	uân
袂	bē, buē
袈	ka
袋	tē, tāi
袍	phâu
袖	siù
袚	phua̍h
被	phuē, phē, pī
袱	ho̍k
裁	tshâi
裂	li̍h, lia̍t, liah
裌	kiap
裏	lí
裒	pôo
裔	è, ì
裕	jū, lū
裘	hiû
裙	kûn
補	póo
裝	tsong, tsng
裟	se
裡	lí, --lí, --nih
裱	piáu
裴	puê
裹	kó
裼	theh
製	tsè
裾	ki, ku
褂	kuà
複	ho̍k
褒	po
褙	puè, pè
褚	thú
褥	lio̍k, jio̍k
褪	thǹg
褫	thí
褲	khòo
襀	tsioh
襄	siong
襇	kíng
襞	phé
襟	khim
襤	lâm
襪	bue̍h, bua̍t
襲	si̍p
襻	phàn
西	se, sai, si
要	iàu, iau
覆	phak, hok
見	kiàn, kìnn, --kìnn
規	kui
覓	māi, bā, bi̍k
覕	bih
視	sī
親	tshin, tshinn, tshenn
覺	kak
覽	lám
觀	kuan, kuàn
角	kak
解	kái, ké
觱	pi
觳	khok
觸	tak, tshiok, tshik
言	giân
訂	tīng
訃	hù
計	kè, kì
訊	sìn
討	thó
訓	hùn
訕	suān
託	thok
記	kì
訟	siōng
訣	kuat
訪	hóng
設	siat
許	khóo, hí, hú
訴	sòo
診	tsín
註	tsù
詈	lé, lué
詐	tsà
詔	tsiàu
評	phîng
詞	sû
詢	sûn
詣	gē
試	tshì
詩	si
詬	kāu
詭	kuí, khuí
詮	tshuan
詰	khiat
話	uē
該	kai
詳	siông
詹	tsiam
詼	khue, khe
誇	khua
誌	tsì
認	jīn, līn
誓	tsuā, sè, sē
誕	tàn, tān
誘	iú
語	gí, gú
誠	tsiânn, sîng
誡	kài
誣	bû
誤	gōo
誦	siōng
說	sueh, suat, seh, suè
誰	tsuî, suî
課	khuè, khò
誹	huí
誼	gî, gī
調	tiāu, tiâu, tiàu, tiau, thâu
談	tâm
請	tshiánn, tshíng
諍	tsènn, tsìnn, tsìng
諒	liōng
論	lūn
諜	tia̍p
諞	pián
諦	tè
諧	hâi
諭	lū, jū
諮	tsu
諳	am
諸	tsu, ti
諺	gān
諾	lo̍k, --hioh, hioh
謀	bôo, biô
謂	uī
謄	thîng
謊	hong, hóng
謎	bī
謔	gio̍h, giok
謗	pòng
謙	khiam
講	kóng, káng
謝	siā, tsiā
謠	iâu
謬	biū
謳	oo
謹	kín
謼	hooh
譀	hàm
譁	huā
證	tsìng
譎	khiat
譏	ki
識	sik
譚	thâm, tâm
譜	phóo
警	kíng
譬	phì
譯	i̍k
議	gī
譴	khiàn, khián
護	hōo
譽	ū
讀	tha̍k, tho̍k, tāu, tōo
變	piàn, pìnn
讓	niū, liōng, jiōng
讖	tshàm
讚	tsàn, tsán
谷	kok
豆	tāu
豈	khí
豉	sīnn
豍	pi
豎	sū
豐	hong, phong
豔	iām
豚	thûn
象	siōng, tshiūnn, siūnn, siòng, sióng
豪	hô
豫	ū
豬	ti, tu
豸	thuā
豹	pà
貂	tiau
貉	hô
貌	māu
貓	niau, bâ, bâu
貝	puè
貞	tsing
負	hū
財	tsâi
貢	kòng
貧	pîn
貨	huè, hè, hònn, hò
販	huàn, phuànn
貪	tham
貫	kǹg, kuàn
責	tsik
貯	té, tué, thú
貳	lī, jī
貴	kuì
貶	pián
買	bé, bué, mái
貸	tāi
貺	hīng
費	huì, pì
貼	tah, thiap
貿	bāu, bōo
賀	hō
賂	lōo
賄	hué
資	tsu
賈	kóo, ká
賊	tsha̍t, tsa̍t, tsi̍k
賑	tsín
賒	sia
賓	pin
賜	sù
賞	siúnn, sióng
賠	puê, pê
賢	hiân
賣	bē, buē, māi
賤	tsiān
賦	hù
質	tsit
賭	tóo
賰	tshun
賴	luā, nāi, lē
賺	tsuán
購	kòo, káng
賽	sài, sè, sái
贅	tsuè
贈	tsīng
贊	tsàn, tsān
贌	pa̍k
贏	iânn, îng
贐	tsīn
贓	tsong, tsng
贖	sio̍k
赤	tshiah, tshik
赦	sià
走	tsáu, tsóo
赴	hù
起	khí, ki
趁	thàn
超	tshiau, thiau
越	ua̍t
趒	tiô
趕	kuánn, á
趖	sô
趙	tiō
趣	tshù
趨	tshu
足	tsiok
趺	u
趼	lan
趾	tsí
跂	kué, ké
跋	pua̍h, pua̍t
跌	tia̍t
跍	khû
跎	tô
跑	pháu, phâu
跔	ku
跕	liam
跙	tshū
跛	pái
距	kū, kī
跟	kin, kun
跡	jiah, liah, tsiah, tsik
跤	kha
跩	tsuāinn
跪	kuī
路	lōo
跳	thiàu
踅	se̍h
踏	ta̍h, ta̍p
踐	tsiān
踔	tshi̍k
踢	that, thah, thik
踩	tshái
踮	tiàm
踴	ióng
蹁	phîn
蹄	tê, tuê
蹈	tō
蹉	tsho
蹊	khi
蹌	tshiáng
蹓	lau
蹔	tsàm
蹘	liâu
蹛	tuà
蹟	tsik
蹤	tsong
蹧	tsau
蹬	tenn, tinn
蹲	tsun
蹺	khiau
蹽	liâu
躂	that
躄	phih
躇	tû
躊	tiû
躍	io̍k
躘	liòng, lìng
躡	neh, nih
身	sin, sian
躬	kiong
躼	lò
躽	nuà
軀	khu, su
軁	nǹg, nng
車	tshia, ki, ku, tshâ
軋	kauh
軌	kuí
軍	kun
軒	ian, hian
軟	nńg, luán
軸	ti̍k
較	khah, kàu, kà, kah
載	tsài, tsáinn
輓	buán
輔	hú, phóo
輕	khin, khing
輛	lióng, liōng
輝	hui
輦	lián
輩	puè
輪	lûn, lián, lin
輯	tsi̍p, tship
輸	su
輻	hok
輾	liàn, tián
轄	hat
轆	lak, lo̍k
轉	tńg, tsuán, tsuān
轍	tia̍t
轎	kiō, kiau, kiāu
轟	hong
辛	sin
辜	koo
辟	phiah, phik
辣	lua̍h
辦	pān
辨	piān
辭	sî, sû
辮	pīnn
辯	piān
辰	sîn
辱	jio̍k, lio̍k
農	lông
迅	sìn
迌	thô
迎	ngiâ, gîng, giâ
近	kīn, kūn
迒	hānn
返	tńg, huán
迦	khia
迪	ti̍k
迫	pik
迭	tia̍t
述	su̍t
迴	huê
迵	thàng
迷	bê
迸	piàng
追	tui
退	thè
送	sàng, sòng
逃	tô
逆	gi̍k
逍	siau
透	thàu, thò
逐	ta̍k, jiok, lip, tio̍k
途	tôo
這	tsit, tse
通	thang, thong
逝	tsuā
逞	thíng
速	sok
造	tsō
逢	hông
連	liân, liâm, nî
逮	tāi
週	tsiu
進	tsìn
逸	i̍k, iat, i̍t
逼	pik
遁	tūn
遂	suī
遇	gū
遊	iû
運	ūn, īn, ùn
遍	piàn, phiàn
過	kuè, kè, koh, kò, kuà, kòo, --kè, --kuè
遏	at
遐	hia, hiah, hiâ
道	tō
達	ta̍t, ta
違	uî
遙	iâu
遛	liù
遜	sùn
遞	tē
遠	hn̄g, uán
遣	khián
遨	gô, ngôo
適	sik
遭	tso
遮	tsia, tsiah, jia, lia, sen
遲	tî
遴	lîn
遵	tsun
遷	tshian
選	suán
遹	u̍t
遺	uî, i
遼	liâu
避	pī, phiah
邀	iau, io
邁	māi
還	hîng, huān, huân
邊	pinn, pian
邏	lô
邑	ip
那	ná
邦	pang
邪	siâ
邱	khu
邵	siāu, siō
邸	tí
郁	hiok
郊	kau
郎	lông, nn̂g, lang
郝	hok
郡	kūn
部	pōo, phō
郭	kueh, kok
郵	iû
都	to, too
鄉	hiong, hiunn
鄒	tsoo, tsau
鄔	oo
鄙	phí
鄧	tīng
鄭	tēnn, tīng, tīnn
鄰	lîn
酆	hong
酉	iú
酋	siû
酌	tsiok
配	phuè, phè
酒	tsiú
酥	soo
酬	siû
酵	kànn
酷	khok
酸	sng, suan
酺	pôo
醃	am
醇	sûn
醉	tsuì
醋	tshòo
醒	tshénn, tshínn, síng
醜	tshiú
醡	tsà
醫	i, pīnn, pēnn
醬	tsiùnn
醮	tsiò, tsiàu
醴	lé
釀	liōng, jiōng
采	tshái
釋	sik
里	lí, lî
重	tāng, tiōng, tîng, tiông
野	iá
量	liōng, niū, niû, liông
釐	lî
金	kim
釘	ting, tìng
針	tsiam
釣	tiò, tiàu
釧	tshuan
釵	the, tshai
鈃	giang
鈍	tūn, tùn, tun
鈔	tshau
鈕	liú
鈗	ńg
鈞	kun
鈴	lîng
鈷	kóo
鈸	pua̍t, pua̍h
鉈	tô
鉎	sian
鉗	khînn, khiâm
鉛	iân
鉤	kau
鉸	ka
鉼	phiánn, pín
銀	gîn, gûn
銃	tshìng
銅	tâng
銎	khing
銘	bîng
銬	khàu
銲	huānn
銳	luē, juē
銷	siau
鋁	lū, lú
鋉	sok
鋏	giap
鋒	hong
鋟	tshím
鋤	tî, tû
鋩	mê, mî
鋪	phoo
鋸	kì, kù
鋼	kǹg, kong
錄	lo̍k, li̍k, lio̍k
錐	tsui
錘	thuî
錚	tshānn
錠	tīng, tiānn
錢	tsînn, tshiân, tsiân
錦	gím, gìm, kím
錨	biâu, bâ
錫	siah, sik
錯	tshò, tshok
錶	pió
鍊	liān
鍋	ue, ko, e
鍍	tōo
鍘	tsa̍h
鍛	tuàn
鍤	tshiah
鍥	keh, kueh
鍵	kiān
鍼	tsiam
鍾	tsing, tsiong
鎊	pōng
鎔	iûnn
鎖	só
鎮	tìn
鏃	tso̍k
鏘	tshiong
鏡	kiànn
鏢	pio
鏨	tsām
鏽	siù
鐃	lâu, nâ
鐐	liâu
鐘	tsing, tsiong
鐳	luî
鐵	thih, thiat
鑄	tsù
鑑	kàm
鑠	siak
鑢	lù, luē, lē
鑫	him
鑰	io̍k, io̍h
鑱	tshîm
鑼	lô
鑽	tsǹg, tsuàn
鑾	luân
鑿	tsha̍k, tsho̍k
長	tn̂g, tiúnn, tióng, tiông, tshiâng, tsióng, tsiáng
門	mn̂g, bûn
閂	tshuànn
閃	siám
閉	pì
開	khui, khai, --khui
閏	jūn, lūn
閒	îng, hân
間	king, kan, kàn
閔	bín
閘	tsa̍h
閣	koh, kooh
閩	bân
閬	làng, lòng
閱	ua̍t, ia̍t
閹	iam
閻	giâm
闆	pán
闇	am
闊	khuah
闔	kha̍h, ha̍p
闕	khuat
闖	tshuàng
關	kuan, kuainn, kuinn, kan
闡	tshián
闢	pi̍k
阮	guán, ńg
阱	tsínn, tsénn
防	hông
阻	tsóo
阿	a, oo, o
陀	lô, tôo, tô
陂	pi
附	hù, hū
陋	lōo
陌	bi̍k
降	kàng, hâng
限	hān, ān
陛	pè
陝	siám
陞	sing
院	īnn
陣	tsūn, tīn
除	tû, tî
陪	puê
陰	im, iam
陳	tân, tîn
陵	niā, lîng, lóng
陶	tô
陷	hām
陸	lio̍k, la̍k, lo̍k
陽	iông, iûnn, iâng
隆	lâng, liông
隊	tuī
隍	hông
階	kai
隔	keh, kik
隘	ài
隙	khiah
際	tsè
障	tsiong, tsiòng, tsiàng
隧	suī
隨	suî
險	hiám
隱	ún
隸	lē
隻	tsiah, tsik
雀	tshiok, tshik
雁	gān
雄	hiông, hîng
雅	ngá, ngé
集	tsi̍p
雇	kòo
雉	thī
雕	tiau
雖	sui
雙	siang
雜	tsa̍p
雞	ke, kue
離	lī, li, lî
難	lân, lān
雨	hōo, ú
雪	sap, seh, suat, siat
雯	bûn
雲	hûn
零	lân, lîng
雷	luî
雹	pha̍uh
雺	bông
電	tiān
需	su
霄	siau
霆	tân, tîng
震	tsìn
霍	hok
霎	sap, tiap
霖	lîm
霜	sng, song
霞	hê, hâ
霧	bū, buh
露	lōo, lo̍k
霸	pà
霹	phik
靂	li̍k
靈	lîng
青	tshenn, tshinn, tshing
靖	tsīng
靜	tsīng, tsēnn, tsīnn
非	hui
靠	khò, khuà
面	bīn, biān
革	kik
靳	kìn
靴	hia
靶	pé
鞅	ióng
鞋	ê, uê, hâi
鞍	uann, an
鞏	khōng, kióng
鞘	siù
鞠	kiok
鞦	tshiu
鞭	mi, pian, pinn
韆	tshian
韋	uî
韌	jūn, lūn
韓	hân
韭	kú
音	im
韻	ūn
響	hióng, hiáng
頁	ia̍h
頂	tíng
頃	khíng, khing
項	hāng
順	sūn
頇	hân, han
須	su
頌	siōng
預	ī, ū
頑	guân
頒	pan
頓	tǹg, tùn
頕	tàm
頗	phó
領	niá, líng
頡	khiat
頦	hâi, huâi
頭	thâu, thiô, thôo, thô
頷	ām
頸	kún, kíng
頹	tuê
頻	pîn
題	tê, tuê
額	gia̍h, hia̍h, gi̍k
顎	kok
顏	gân
願	guān
顛	tian, thian
類	luī
顢	bān
顧	kòo
顫	tsùn
顯	hián, hiánn
顴	kuàn
風	hong
颱	thai
颺	iānn, tshiûnn
飄	phiau
飆	pio, phiau
飛	pue, hui, hue, pe
食	tsia̍h, si̍t
飢	ki
飫	uì
飯	pn̄g, huān
飲	ím
飼	tshī
飽	pá, páu
飾	sik
餃	kiáu
餅	piánn
餉	hiòng
養	ióng, iúnn
餌	jī, lī
餐	tshan
餒	lué
餓	gō
餘	û, î
餞	tsiàn
餡	ānn
館	kuán
餲	ai
餾	liū, liû
饅	bán, bân
饋	kuī
饒	jiâu, liâu
饗	hiáng
饞	sâi
首	siú
香	hiunn, hiong, hiang
馝	pih
馨	hing, hiong
馬	má, bé, ma
馮	pâng
馳	tî
馴	sûn
駁	pok, poh
駐	tū, tsù
駕	kà
駛	sái, sú
駝	tô
駱	lo̍k, lo̍h
駿	tsùn
騎	khiâ, khî
騙	phiàn
騰	thîng
騷	so
驅	khu
驍	hiau
驕	kiau
驗	giām
驚	kiann, kenn, king
驛	ia̍h, i̍k
驢	lû, lî
骨	kut
骰	tâu
骱	kái
骸	hâi
骼	keh
骿	phiann
髓	tshué, tshé, tshuí
體	thé, thái, thué
高	ko, kau
髡	khun
髮	huat
髻	kuè, kè
鬃	tsang
鬆	sang, song
鬍	hôo
鬖	sàm
鬚	tshiu, su
鬢	pìn
鬥	tàu, tòo
鬧	lāu, nāu
鬮	khau
鬱	ut
鬼	kuí
魁	khue
魂	hûn
魄	phik
魅	bī
魍	báng
魏	guī
魔	môo
魚	hî, hû, gû
魠	thoh
魩	but
魬	puánn
魯	lóo, luh
魴	hang
魽	kam
鮑	pau, pāu
鮕	koo
鮘	tai
鮡	thiâu
鮢	tsu
鮫	ka
鮮	tshinn, sian, sián
鮸	bián
鯉	lí
鯊	sua
鯗	siúnn
鯧	tshiunn
鯪	lâ
鯮	tsang
鯰	liâm
鯽	tsit
鰇	jiû, liû
鰓	tshi
鰗	hôo
鰡	liu
鰮	un
鰱	liân
鰻	muâ
鰾	piō
鱈	suat
鱉	pih, piat
鱔	siān
鱖	kè, kuè
鱗	lân, lîn
鱙	liâu, jiâu
鱟	hāu
鱲	la̍h
鱷	kho̍k
鱸	lôo
鱺	lē
鳥	tsiáu, niáu
鳩	khiu
鳳	hōng
鳴	bîng
鴆	thim
鴉	a
鴒	līng
鴕	tô
鴛	uan
鴞	hio̍h
鴟	tshi, lāi, bā
鴣	koo
鴦	iunn, iong
鴨	ah
鴻	hông
鴿	kap, kah
鵁	ka
鵑	kuan
鵝	gô, ngôo, giâ
鵠	khok
鵤	kak
鵪	ian
鵬	phîng, pîng
鵰	tiau
鵻	tsui
鶉	tun, tshun
鶖	tshiu
鶯	ing
鶴	ho̍h, ho̍k
鶿	tsî
鷓	tsià
鷗	oo
鷥	si
鷹	ing
鷺	lôo, lōo
鸕	lôo
鸚	ing
鸞	luân
鹹	kiâm
鹼	kinn, kiám
鹽	iâm, kiâm
鹿	lo̍k, lak
麒	kî
麗	lē, lê
麝	siā
麟	lîn
麥	be̍h
麩	hu, phoo
麭	pháng
麴	khak
麵	mī, biān
麶	thi
麻	muâ, mâ, bâ
黃	n̂g, hông
黍	sué, sé
黎	lê
黏	liâm
黐	thi
黑	hik
黗	thûn
默	bi̍k
黛	tāi
黜	thuh, thut
點	tiám
黨	tóng
黯	ám
黹	tsí
鼎	tiánn, tíng
鼓	kóo
鼠	tshí, tshú
鼢	bùn
鼻	phīnn
鼾	huânn, kônn
齁	honn
齆	àng
齊	tsê, tsiâu, tsuê, tsè
齋	tsai, tse
齒	khí
齡	lîng
齣	tshut
齧	khè, khuè
齪	tsak
齴	giàng
齷	ak
齻	tsan
龍	lîng, liông, long, gîng, lâng, lông
龐	phiāng, pâng
龔	kíng
龕	kham
龜	ku, kui
𠕇	tīng
𠞩	tsuî
𠞭	liô
𠢕	gâu
𠯗	tsi̍p
𡢃	kán
𡳞	lān
𢪱	bu̍t
𢯾	mooh
𢲸	lōo
𢼌	pa
𣁳	khat
𣛮	siānn
𣮈	khu̍t
𣻸	siûnn
𤆬	tshuā
𤉙	kûn
𤲍	kheh, khueh
𤶃	thiāu
𤺅	tshè
𤺪	siān
𥍉	nih, liap
𥐵	phiat
𥑮	kóo
𥰔	phín
𥴊	kám
𦉎	sui
𦊓	lîng
𦜆	ham
𦟪	liân
𧉟	tâi
𧌄	am
𧮙	tshoh
𧿬	thún
𧿳	phu̍t
𨂾	làm
𨂿	uáinn, uainnh
𨑨	tshit, thit
𩑾	tshih
𩚨	khiū
𩛩	kauh
𩵱	ngóo
𩸙	tāi
𩸶	gām
𪁎	tshio
𪐞	tòo
𪜶	in
𫝏	gàn
𫝛	siāng
𫝺	hiù
𫝻	huê
𫞼	tshāi
𫟂	hân
𬦰	peh
𰣻	ko
